Sale Code,Activity,1st Brand,2nd Brand,3rd Brand,Average Product Price,Brand Count
Y7HST,Football,Badger,Martin Sports,Holloway,2651,5
Y7HMC,Lacrosse,Warrior,Gildan,Port Authority,3304,5
Y7HDM,Baseball,Nike,Badger,The Game Headwear,2583,7
Y7HAV,Baseball,Gildan,Sport-Tek,Holloway,2057,7
Y7H8G,Baseball,Gildan,Badger,Under Armour,1962,4
Y7GVH,Softball,Bodek,Russell Athletic,C2 Sports,2374,7
Y7GR3,Apparel,Port Authority,Ogio,Port & Company,2638,3
Y7GQW,School,Gildan,Holloway,J. American,1999,12
Y7GQA,Baseball,Badger,Sport-Tek,Holloway,1993,10
Y7GNM,Staff,Cutter & Buck,Holloway,Ogio,3755,11
Y7GCQ,Baseball,Alleson,Adams,Under Armour,2350,4
Y7FX9,Spirit Wear,Port & Company,Boxercraft,Sport-Tek,1967,5
Y7FVV,Basketball,Holloway,Gildan,Sport-Tek,2485,10
Y7FTZ,Other,Gildan,Hanes,Sport-Tek,2523,12
Y7FE9,Basketball,Gildan,Augusta,Holloway,2375,4
Y7F3A,Volleyball,Gildan,Pennant Sportswear,Augusta,2254,7
Y7EKY,Booster Club,Under Armour,Pennant Sportswear,Sport-Tek,3416,5
Y7EFF,Baseball,Easton,Under Armour,ChamPro,3818,10
Y7EF6,Spirit Wear,Russell Athletic,Gildan,New Era,1876,6
Y7E2E,Baseball,adidas,Russell Athletic,Rawlings,3287,8
Y7DX4,Baseball,Badger,YUPOONG,YUPOONG,2045,8
Y7DV6,Swimming,Gildan,Boxercraft,Badger,1500,4
Y7DCR,Athletics,Holloway,Under Armour,Port & Company,2466,4
Y7CUR,Lacrosse,Under Armour,Port & Company,Athletic Connection,1491,8
Y7CTZ,Spirit Wear,Port & Company,Gildan,Augusta,1374,6
Y7CS8,Basketball,Nike,Russell Athletic,Holloway,2737,4
Y7CDN,Tennis,Under Armour,Boxercraft,Holloway,3078,4
Y7BSE,Spirit Wear,Badger,Pacific Headwear,Augusta,2004,7
Y7BDB,Band Music & Choir,Gildan,Under Armour,Storm Creek,1940,9
Y7BCE,Spirit Wear,Holloway,Holloway,Bella + Canvas,2437,7
Y7BBA,Baseball,The Game,Twin City,Wilson,2727,5
Y7BAA,Cheer,Pennant Sportswear,Gildan,Sport-Tek,2900,4
Y7B7Q,School,Holloway,Port & Company,Sport-Tek,2665,5
Y7B5Y,Soccer,Bella + Canvas,Gildan,Augusta,2117,12
Y7AZJ,Apparel,Under Armour,Gildan,Alleson,2225,5
Y7ARE,Hockey,Athletic Knit,Pennant Sportswear,Badger,3034,9
Y7AB5,Swimming,Gildan,Better Times,SOFFE,3149,5
Y7A6R,Baseball,Gildan,Bella + Canvas,District Made,1350,5
Y79HW,Football,Pacific Headwear,Pacific Headwear,Gildan,1420,7
Y79H5,Track & Field,Holloway,Augusta,Gildan,2866,9
Y7965,Basketball,ChamPro,Badger,Gildan,3111,5
Y794R,Lacrosse,Nike,Alleson,502 Socks,2654,10
Y78SF,Spirit Wear,District Made,Badger,Gildan,2189,7
Y78RM,Soccer,Sport-Tek,adidas,Russell Athletic,1738,3
Y78PH,Baseball,Sport-Tek,Rawlings,New Era,2897,6
Y78NH,Football,Sport-Tek,Port & Company,Nike,1840,11
Y78D6,Hockey,Under Armour,Under Armour,Port Authority,5482,5
Y783Q,Wrestling,Gildan,Boxercraft,Under Armour,3429,6
Y77ZA,Other,Gildan,TommyMac,Team 365,1624,5
Y77NC,Volleyball,Mizuno,Nike,Gildan,4953,5
Y77KM,Baseball,Alleson,ChamPro,A4,2359,7
Y77J6,School,Under Armour,Russell Athletic,Russell Athletic,3105,6
Y778C,Track & Field,Badger,Gildan,DyeSport,3203,5
Y76JG,Swimming,District Made,Nike,Port & Company,2199,5
Y767E,Band Music & Choir,Port Authority,Gildan,Boxercraft,1912,6
Y762M,Softball,Russell Athletic,Intensity,Under Armour,1896,4
Y75VU,Volleyball,Under Armour,Port & Company,Sport-Tek,1971,3
Y75RJ,Lacrosse,Sport-Tek,Badger,Pennant Sportswear,2147,6
Y757E,Band Music & Choir,Badger,Pennant Sportswear,Holloway,2703,4
Y754E,Hockey,Pro Tuff,Pennant Sportswear,Under Armour,2469,10
Y74QU,Fundraiser,Port & Company,Sport-Tek,Holloway,1636,5
Y74PZ,Basketball,Port & Company,Under Armour,A4,2782,7
Y74P7,Softball,Gildan,Sport-Tek,Augusta,2050,6
Y74FB,Football,Badger,Gildan,--,1631,9
Y74E7,Football,Sport-Tek,Port & Company,Port Authority,1744,3
Y747U,Wrestling,Port & Company,A4,adidas,1563,3
Y73X3,Other,Bauer,Gildan,One Apparel,5027,9
Y73RG,Volleyball,Port & Company,Augusta,Augusta,2394,4
Y73F5,Medical,Sport-Tek,District Made,Port Authority,3539,4
Y73E7,Other,Gildan,adidas,Port & Company,2825,4
Y739V,Hockey,Under Armour,Holloway,Bauer,2965,5
Y72WV,Softball,ChamPro,ChamPro,Holloway,1987,8
Y72UW,Apparel,Russell Athletic,Under Armour,TRIMARK,2419,4
Y72RT,Swimming,Boxercraft,Gildan,Nike,2117,6
Y72JA,Lacrosse,Augusta,Martin Sports,Boxercraft,2309,9
Y72EZ,Wrestling,Gildan,Sport-Tek,Russell Athletic,2325,6
Y6Z4A,Basketball,Gildan,Holloway,Pennant Sportswear,1921,7
Y6YUX,Apparel,Sport-Tek,Boxercraft,Port Authority,3272,5
Y6YDU,Lacrosse,Under Armour,Promo,Alleson,3379,6
Y6Y7K,Swimming,Holloway,District Made,Pennant Sportswear,2090,9
Y6Y5X,Lacrosse,Adrenaline,Sport-Tek,ValuCap,2729,6
Y6Y2K,Lacrosse,Nike,Augusta,Independent Trading Co.,3367,8
Y6XSD,Other,District Made,Holloway,New Era,1818,5
Y6XRD,Apparel,Boxercraft,Ogio,Sport-Tek,2486,6
Y6XGE,Basketball,Gildan,Sport-Tek,Holloway,2206,5
Y6X7E,Wrestling,Pennant Sportswear,Gildan,adidas,2464,5
Y6WWB,Basketball,Badger,Holloway,Holloway,3000,4
Y6WUJ,Cross Country,Port Authority,Gildan,Sport-Tek,1642,3
Y6WNT,Dance,Port Authority,Under Armour,Boxercraft,3062,6
Y6WN2,Track & Field,Sport-Tek,Boathouse,Port & Company,6158,3
Y6WMH,Soccer,Nike,Comfort Colors,Port Authority,2659,5
Y6VVV,Basketball,Gildan,Augusta,Holloway,1581,3
Y6VH2,Cheer,Gildan,SOFFE,Holloway,2103,4
Y6VC6,Baseball,Under Armour,Under Armour,Badger,3281,9
Y6V92,Spirit Wear,Gildan,Under Armour,Badger,1789,3
Y6V4D,Corporate,The North Face,Sport-Tek,Nike,7725,6
Y6UYJ,Spirit Wear,Gildan,Holloway,J. American,2750,7
Y6UDJ,Lacrosse,Under Armour,Holloway,Gildan,3187,4
Y6UC7,Other,Gildan,Augusta,Holloway,2123,4
Y6U8S,Gymnastics,adidas,BAW,BAW,1372,5
Y6U7T,Soccer,Under Armour,Port & Company,Badger,2621,3
Y6TTX,Baseball,Under Armour,Gildan,Tag,3026,3
Y6TEG,Baseball,Badger,Gildan,Holloway,3138,6
Y6SKX,Cross Country,Sport-Tek,Gildan,Augusta,2986,6
Y6S8E,Cross Country,Sport-Tek,Augusta,Port & Company,1984,8
Y6S2A,Other,Rawlings,Pacific Headwear,Sport-Tek,2509,6
Y6RZE,Fundraiser,Gildan,GoTeez,Fruit of the Loom,429,3
Y6RUH,Spirit Wear,Badger,Gildan,Tie Dye,1533,7
Y6RRG,Football,Sport-Tek,Port & Company,Augusta,1761,13
Y6RHS,Other,Port Authority,A4,Sport-Tek,1601,5
Y6RHJ,Baseball,Bella + Canvas,Gildan,New Era,1850,4
Y6RB2,Hockey,Holloway,New Era,Port & Company,2897,9
Y6R9Y,Apparel,Gildan,adidas,Holloway,2197,5
Y6R26,Tennis,Badger,Nike,Augusta,2310,3
Y6QJS,Baseball,Sport-Tek,Twin City,Twin City,1656,6
Y6QBU,Corporate,Port Authority,Devon & Jones,Sport-Tek,3348,6
Y6QA4,Other,Port Authority,Sport-Tek,Eddie Bauer,3298,3
Y6Q5N,Lacrosse,Gildan,Pacific Headwear,Sport-Tek,947,4
Y6Q4G,Cheer,Gildan,District Made,Sport-Tek,1225,3
Y6PXE,Hockey,Gildan,Sport-Tek,Holloway,2373,4
Y6PT8,Other,adidas,Pacific Headwear,Gildan,1916,4
Y6P8P,Golf,Gildan,Bodek,Under Armour,2065,4
Y6P22,Volleyball,Gildan,A4,New Era,2095,6
Y6NW2,Tennis,Gildan,Holloway,Holloway,2474,4
Y6NNX,Apparel,Gildan,Holloway,Alleson,1816,6
Y6NFE,Hockey,Port & Company,Sport-Tek,New Era,2810,5
Y6NBS,Softball,Gildan,Sport-Tek,Holloway,2378,4
Y6N99,Baseball,New Era,Port & Company,A4,2372,6
Y6MPZ,Football,Gildan,Boxercraft,adidas,1461,12
Y6MPC,Hockey,Port Authority,Sport-Tek,Port & Company,3890,5
Y6MB8,Other,District Made,Sport-Tek,Gildan,1466,5
Y6M2T,Basketball,Russell Athletic,Russell Athletic,Badger,2030,4
Y6KZ6,Wrestling,Pennant Sportswear,Holloway,Sport-Tek,2581,6
Y6KYH,Wrestling,Gildan,Badger,Holloway,2861,4
Y6KSP,Softball,Russell Athletic,Twin City,Pacific Headwear,1951,5
Y6KQ3,Other,Gildan,Port Authority,Sport-Tek,2462,3
Y6KMB,Spirit Wear,Gildan,Sport-Tek,Port Authority,1678,4
Y6K2X,School,Gildan,Port & Company,Sport-Tek,1757,4
Y6JVY,Baseball,Badger,Gildan,Boxercraft,1960,7
Y6JVG,Apparel,Badger,Gildan,Augusta,2559,5
Y6J5F,Spirit Wear,Sport-Tek,Port & Company,Augusta,1994,6
Y6HZ4,Soccer,adidas,District Made,Holloway,2610,4
Y6HQQ,Baseball,Rawlings,Badger,Twin City,4156,7
Y6H6H,Basketball,Gildan,Gildan,Badger,2717,4
Y6H2X,Basketball,Under Armour,Pennant Sportswear,Gildan,2435,10
Y6GN5,Baseball,Gildan,Rawlings,Pacific Headwear,2009,5
Y6GFN,Softball,Augusta,High Five,Mizuno,1787,3
Y6G6R,Wrestling,Port & Company,Cliff-Keen,Badger,2165,5
Y6G43,Other,Port & Company,Port Authority,Sport-Tek,2123,5
Y6FEB,Booster Club,Gildan,Holloway,Augusta,1920,4
Y6FAF,Volleyball,Sport-Tek,Port & Company,Port Authority,2141,5
Y6EPN,Basketball,Holloway,Nike,BAW,1498,4
Y6EAY,Apparel,Port Authority,Gildan,Port & Company,1782,5
Y6E9S,Field Hockey,Sport-Tek,Badger,Port & Company,2822,3
Y6E7A,Other,Port & Company,adidas,Russell Athletic,1765,3
Y6E58,School,Tempo Line,Port Authority,Sport-Tek,1336,7
Y6E52,Softball,Bella + Canvas,Port & Company,Twin City,1565,4
Y6E3E,Band Music & Choir,Gildan,Holloway,Comfort Colors,1847,5
Y6E2H,Other,adidas,District Made,Holloway,2043,10
Y6DV9,Lacrosse,Power-Tek,Gildan,Badger,2215,5
Y6DCP,Basketball,Gildan,District Made,Russell Athletic,1732,4
Y6DAZ,Other,Gildan,Boxercraft,Augusta,1935,8
Y6DAK,Basketball,Gildan,Holloway,Badger,1593,7
Y6D6B,Softball,Badger,Port & Company,Pro Feet,1300,3
Y6D34,Basketball,Holloway,Gildan,ROCKEM,2100,6
Y6CZ9,Baseball,Holloway,Under Armour,District Made,3267,7
Y6CZ6,Softball,Badger,Holloway,Fruit of the Loom,2845,9
Y6CYU,Other,Gildan,District Made,Sport-Tek,2594,5
Y6CW2,Spirit Wear,Sport-Tek,Port & Company,Gildan,1591,5
Y6CTU,Other,Gildan,Port & Company,Boathouse,9577,3
Y6CJ2,Volleyball,Hanes,Pennant Sportswear,Sportsman,2250,6
Y6CHY,Baseball,Under Armour,Sport-Tek,Gildan,1823,5
Y6C49,Softball,Port & Company,Sport-Tek,Badger,2415,5
Y6BCS,Other,Flexfit,Hanes,OC Sports,3385,11
Y6B26,Apparel,Port & Company,Eddie Bauer,District Made,2924,7
Y6AZJ,Baseball,Sport-Tek,adidas,Badger,1975,4
Y6A3C,Spirit Wear,Gildan,Bella + Canvas,Sport-Tek,1224,4
Y69H4,Baseball,Port & Company,New Era,Pacific Headwear,2809,6
Y694J,Cheer,Gildan,Sport-Tek,Pennant Sportswear,2128,7
Y68ZB,Field Hockey,Gildan,Under Armour,Holloway,3014,5
Y67S2,Soccer,Under Armour,adidas,Port Authority,1507,5
Y67NW,Lacrosse,Holloway,STX,Alleson,2783,11
Y678V,Apparel,Port Authority,Nike,Sport-Tek,3580,4
Y677Y,Baseball,Gildan,Majestic,Bella + Canvas,2086,8
Y66YM,Basketball,Holloway,Gildan,Badger,2383,4
Y65YH,Baseball,Gildan,Bella + Canvas,Rawlings,1782,11
Y65TF,Softball,Gildan,Badger,Under Armour,2194,6
Y65NW,Softball,Sport-Tek,District Made,New Era,1636,8
Y65H2,Track & Field,Russell Athletic,Nike,Gildan,2130,4
Y654F,Spirit Wear,Under Armour,Pacific Headwear,Holloway,3828,3
Y64SM,Basketball,Gildan,Augusta,ROCKEM,1820,5
Y64KJ,Track & Field,Port & Company,Port & Company,Holloway,2750,7
Y64AM,Track & Field,Sport-Tek,Holloway,Gildan,2522,6
Y63U3,Softball,adidas,Twin City,Schutt,2362,5
Y63RW,Wrestling,Badger,Gildan,Holloway,2013,5
Y63QC,Baseball,Badger,Holloway,New Era,2239,6
Y63KG,Other,Badger,Gildan,Outdoor Cap,1632,3
Y63K6,Athletics,Under Armour,Gildan,Outdoor Cap,2829,5
Y62ZR,Wrestling,Badger,Sport-Tek,Augusta,1969,6
Y62XT,Swimming,Holloway,Augusta,Gildan,1846,8
Y62XJ,Soccer,Badger,Gildan,Pacific Headwear,2158,4
Y62WH,Baseball,New Era,Holloway,Bella + Canvas,2013,8
Y62W2,Basketball,Under Armour,ChamPro,Port & Company,3091,4
Y5ZN9,Apparel,Bella + Canvas,Sport-Tek,Boxercraft,2040,4
Y5ZMF,School,Port & Company,Port Authority,New Era,2750,3
Y5ZET,Field Hockey,Sport-Tek,District Made,Nike,2679,8
Y5Z2H,Baseball,Sport-Tek,Augusta,Pacific Headwear,1231,3
Y5YQ2,Volleyball,Gildan,Under Armour,Augusta,1911,5
Y5YNC,Basketball,Nike,Alleson,Russell Athletic,3059,5
Y5Y67,Wrestling,Russell Athletic,Cliff-Keen,Holloway,2093,4
Y5XVK,Swimming,Gildan,Nike,Waterpro,2321,6
Y5XUV,Staff,Sport-Tek,Port Authority,Nike,3234,3
Y5XJF,Football,Sport-Tek,Gildan,SOFFE,1303,6
Y5XEX,Apparel,Port Authority,District Made,Sport-Tek,3232,4
Y5XB9,Football,Gildan,Augusta,--,2050,4
Y5X48,Corporate,Holloway,Sport-Tek,J. American,3213,9
Y5WYZ,Basketball,Holloway,Under Armour,Port & Company,3583,6
Y5WT4,Football,Gildan,Bella + Canvas,Bella + Canvas,2088,5
Y5WQP,Swimming,Holloway,Augusta,Gildan,1470,4
Y5WJE,Spirit Wear,Holloway,Russell Athletic,Port & Company,2136,10
Y5WBG,Softball,Augusta,Adams,Holloway,1604,8
Y5VVC,Lacrosse,Under Armour,Gildan,Badger,3310,7
Y5VQB,Baseball,Holloway,Alleson,Augusta,1838,9
Y5VPG,Tennis,adidas,Under Armour,Port Authority,3486,3
Y5UVZ,Track & Field,adidas,New Era,Russell Athletic,2546,6
Y5UQ7,Basketball,Under Armour,Port & Company,Sport-Tek,2131,4
Y5UPT,Basketball,Gildan,Sport-Tek,Badger,2020,7
Y5UMC,Basketball,Gildan,Holloway,Badger,2072,6
Y5UFJ,Other,Port & Company,Port Authority,Augusta,2232,3
Y5UBM,Spirit Wear,Hayden's Select,Boxercraft,Holloway,2789,4
Y5UAX,Other,Port & Company,Gildan,Sport-Tek,1851,9
Y5U9Y,Swimming,Port & Company,Sport-Tek,Port Authority,1549,5
Y5U5H,Other,Nike,Badger,Holloway,2665,5
Y5U4T,Swimming,Better Times,Gildan,AlphaBroder,1699,4
Y5U4G,Staff,Under Armour,Port Authority,Sport-Tek,2735,3
Y5U4A,Fundraiser,Gildan,Augusta,Badger,1223,4
Y5TXY,Track & Field,Port & Company,Gildan,Sport-Tek,1800,5
Y5SYT,Spirit Wear,Badger,Under Armour,Port & Company,2388,5
Y5SR5,Basketball,Badger,Port & Company,Nike,1540,4
Y5SPZ,Soccer,Under Armour,Russell Athletic,Pennant Sportswear,3697,5
Y5RVA,Other,Alleson,Augusta,Under Armour,2352,8
Y5RTZ,Other,Nike,Pro Celebrity,ProCelebrity,3638,3
Y5RTR,Wrestling,Port & Company,Asics,Russell Athletic,1449,5
Y5RR4,Track & Field,Sport-Tek,Russell Athletic,J. American,2214,7
Y5RR2,Spirit Wear,Pennant Sportswear,Sport-Tek,Gildan,1846,10
Y5RNS,Soccer,Sport-Tek,Gildan,Bella + Canvas,1764,5
Y5RDS,Other,Under Armour,Augusta,Gildan,3559,8
Y5QN7,Lacrosse,Twin City,Under Armour,Outdoor Cap,2254,4
Y5QCE,Staff,Gildan,Port Authority,Sport-Tek,1336,3
Y5Q8H,Volleyball,Badger,Port & Company,Augusta,1606,5
Y5Q2G,Other,Port & Company,District Made,District Made,1740,3
Y5PX8,Lacrosse,Gildan,Augusta,Independent Trading Co.,1551,13
Y5PTD,Baseball,Gildan,Augusta,Badger,1235,4
Y5PQX,Track & Field,Badger,C2 Sports,Augusta,2469,4
Y5PKW,Swimming,Gildan,Sport-Tek,New Era,1645,4
Y5PK7,Baseball,Badger,Russell Athletic,Gildan,1850,3
Y5PJJ,Football,Under Armour,Gildan,Russell Athletic,2985,3
Y5PG2,Softball,Sport-Tek,Gildan,Under Armour,1751,6
Y5PDT,School,Gildan,Alleson,Twin City,1726,6
Y5PDJ,Football,Under Armour,Twin City,Holloway,2068,9
Y5P9D,Baseball,Holloway,Gildan,District Made,2405,3
Y5NP3,Basketball,A4,Under Armour,Holloway,2244,3
Y5NDW,Basketball,Gildan,Under Armour,District Made,1879,6
Y5NBX,Football,UltraClub,Bolt Athletics,Pearsox,1810,5
Y5N7A,Soccer,Under Armour,Gildan,Holloway,2917,4
Y5N6K,Wrestling,Gildan,Sport-Tek,adidas,2484,3
Y5MS8,Corporate,Port Authority,Sport-Tek,Core 365,3779,7
Y5MCH,Athletics,Port & Company,Sport-Tek,New Era,1875,3
Y5M8B,Softball,Gildan,adidas,Pennant Sportswear,1882,8
Y5M4M,Baseball,Sport-Tek,Holloway,UltraClub,1815,10
Y5M2M,Cheer,Gildan,SOFFE,Alleson,1099,6
Y5KW3,Softball,Gildan,Outdoor Cap,Holloway,1694,8
Y5KQZ,Lacrosse,Russell Athletic,Under Armour,Pacific Headwear,2656,6
Y5KCP,Baseball,Augusta,Holloway,Holloway,2401,3
Y5JXR,Spirit Wear,Port Authority,Port & Company,A4,2017,4
Y5JSP,Basketball,Custom,Augusta,Holloway,3157,9
Y5JRB,Baseball,Under Armour,Nike,Rawlings,3363,5
Y5JKJ,Cross Country,UltraClub,Augusta,Holloway,2124,6
Y5J64,Soccer,Gildan,Bella + Canvas,Nike,1713,6
Y5HKH,Hockey,Bauer,District Made,Nike,4472,6
Y5HJA,Softball,Badger,Port & Company,Sport-Tek,1643,6
Y5GUC,Softball,Pacific Headwear,Port & Company,Sport-Tek,1817,8
Y5GNC,Softball,Port & Company,Sport-Tek,Badger,1160,5
Y5GAY,Volleyball,Mizuno,Gildan,Pennant Sportswear,2578,6
Y5GAF,Basketball,Holloway,Gildan,Sport-Tek,1767,4
Y5G7H,Athletics,Gildan,Russell Athletic,Sport-Tek,2018,3
Y5G3F,Lacrosse,Under Armour,District Made,Port & Company,1511,7
Y5FR9,Lacrosse,Nike,Holloway,Martin Sports,3689,5
Y5FCQ,Football,Under Armour,Badger,Gildan,1411,5
Y5FAD,Track & Field,Augusta,Badger,ASI,2434,5
Y5ET7,Tennis,Under Armour,Russell Athletic,Port & Company,1888,3
Y5EGV,Other,Badger,Pennant Sportswear,New Era,3550,5
Y5E2V,Other,Port & Company,Sport-Tek,District Made,2278,11
Y5DQM,Hockey,Badger,In Play,Bauer,4017,6
Y5DMS,School,Colortone,Port & Company,Sport-Tek,1586,5
Y5DKY,Hockey,Bauer,Firstar,Under Armour,3103,4
Y5DDJ,Fundraiser,Sport-Tek,Holloway,Port & Company,2807,4
Y5D8B,Basketball,Port & Company,District Made,Under Armour,1129,4
Y5D3J,Baseball,Gildan,Under Armour,Augusta,1417,6
Y5D2V,Other,Gildan,Sport-Tek,Port Authority,1619,9
Y5CZK,School,Badger,Holloway,Gildan,1866,7
Y5CXZ,Golf,Gildan,Nike,Augusta,2384,3
Y5CFW,Baseball,Under Armour,Port & Company,New Era,1838,3
Y5CFJ,Baseball,ChamPro,Sport-Tek,The Game,1953,13
Y5B64,Basketball,Under Armour,Gildan,Pennant Sportswear,3398,5
Y5AGR,Spirit Wear,Gildan,Sport-Tek,Port & Company,1722,4
Y5AG3,Baseball,adidas,Augusta,Bella + Canvas,2207,7
Y5A78,Soccer,Diadora,Under Armour,Russell Athletic,2288,5
Y59UV,Volleyball,Gildan,Holloway,Heartland Graphics,2207,4
Y59QJ,Spirit Wear,Badger,Gildan,Pacific Headwear,2284,4
Y58US,Other,Nike,Badger,New Era,3656,3
Y58UB,Baseball,Gildan,Port & Company,UltraClub,1643,8
Y5852,Lacrosse,Under Armour,Hanes,District Made,2523,4
Y57Z6,Swimming,Gildan,Gildan,Pennant Sportswear,2166,6
Y57VF,Other,Augusta,Sport-Tek,J American,3095,13
Y57T2,Tennis,Gildan,Port Authority,Nike,2026,6
Y57DR,Baseball,Badger,Pacific Headwear,Gildan,1724,5
Y579E,Volleyball,Mizuno,Gildan,Carolina Made,2623,3
Y56TM,Spirit Wear,Gildan,Sport-Tek,Badger,1303,6
Y56R5,Basketball,Under Armour,Gildan,Badger,2829,4
Y56HC,Lacrosse,Under Armour,Sport-Tek,Port Authority,3272,5
Y567V,Softball,Under Armour,New Era,Gildan,2106,4
Y562F,Football,Badger,Under Armour,Tag,1333,5
Y55HK,Baseball,Wilson,Twin City,Rawlings,2481,6
Y55DS,Other,Port Authority,Sport-Tek,Port & Company,2611,4
Y55B5,Band Music & Choir,Augusta,Port & Company,New Era,1315,5
Y555R,Basketball,Nike,Gildan,Russell Athletic,3082,4
Y54QY,Spirit Wear,Port & Company,Port Authority,Sport-Tek,1815,6
Y54MV,Softball,Rawlings,Mizuno,Pro Feet,1808,6
Y54A8,Softball,Mizuno,Mizuno,Tag,9553,5
Y542M,Basketball,adidas,Sport-Tek,Pennant Sportswear,3148,4
Y53SC,Other,Sport-Tek,Holloway,Augusta,1723,5
Y52WM,Apparel,Under Armour,Sport-Tek,Nike,4552,5
Y52TB,School,Bella + Canvas,Gildan,Sport-Tek,1146,3
Y52SN,Baseball,Gildan,Majestic,Under Armour,3048,10
Y52GE,Soccer,Pennant Sportswear,Under Armour,Port & Company,2508,5
Y52BK,Baseball,Gildan,Holloway,ChamPro,2149,3
Y528V,Other,Badger,Bella + Canvas,J American,2807,7
Y4ZHZ,Cheer,J. American,Sport-Tek,District Made,2829,9
Y4ZFQ,Wrestling,Compound,Sport-Tek,Badger,2821,4
Y4ZDQ,Baseball,Augusta,Pacific Headwear,Gildan,1748,7
Y4Z6Y,Baseball,adidas,Port & Company,Rawlings,1931,8
Y4YQU,Spirit Wear,One Stop,AlphaBroder,Badger,1933,3
Y4YQ5,Football,Holloway,Under Armour,Under Armour,2762,13
Y4YM2,Soccer,Holloway,Port Authority,Gildan,3171,8
Y4YH9,Football,Gildan,Holloway,Pacific Headwear,1025,6
Y4YC7,Baseball,Port & Company,Mizuno,Holloway,2771,6
Y4XZA,Basketball,adidas,Pro Feet,Badger,3392,3
Y4XVH,Volleyball,Badger,Nike,Under Armour,1555,3
Y4XV9,Track & Field,Gildan,A4,Bella + Canvas,1133,3
Y4XTU,School,Pennant Sportswear,Gildan,Holloway,1693,7
Y4XFC,Softball,J American,Pennant Sportswear,New Era,3219,7
Y4XB6,Baseball,Pacific Headwear,Sport-Tek,Port & Company,2479,6
Y4WJZ,Baseball,Sport-Tek,Gildan,Badger,1826,14
Y4WHD,Basketball,Sport-Tek,Gildan,Holloway,2573,8
Y4WE4,Swimming,Badger,Gildan,Sport-Tek,2330,4
Y4WDQ,Soccer,Badger,Gildan,Bella + Canvas,2325,3
Y4VXG,Spirit Wear,Port & Company,New Era,Sport-Tek,1997,3
Y4VW2,Other,Port Authority,Sport-Tek,Nike,2746,6
Y4VUW,Football,Under Armour,Russell Athletic,GAME GEAR,2941,4
Y4VP5,Baseball,Holloway,Tultex,Augusta,2767,7
Y4VMW,Other,Gildan,Outdoor Cap,Kiddy Kats,1993,3
Y4VGN,Wrestling,Under Armour,Sport-Tek,Cliff-Keen,3002,5
Y4V7X,Football,Under Armour,Holloway,Storm Duds,2423,10
Y4V3N,Soccer,Sport-Tek,New Era,Port Authority,2300,3
Y4UWB,Baseball,Sport-Tek,Augusta,District Made,1905,7
Y4UK4,Soccer,Badger,C2 Sports,Gildan,1216,3
Y4UF8,Soccer,SOFFE,Gildan,adidas,2481,3
Y4TVN,School,Sport-Tek,Port & Company,District Made,1949,4
Y4TQJ,Baseball,Sport-Tek,Holloway,Under Armour,2744,10
Y4TCK,Baseball,Gildan,Rawlings,Badger,2019,10
Y4T55,Baseball,Port & Company,Sport-Tek,OC Sports,1603,5
Y4SXH,Volleyball,Gildan,Tie Dye,Augusta,2403,5
Y4SME,Baseball,Martin,Holloway,Pukka,2045,3
Y4RXS,Booster Club,adidas,Holloway,Badger,3167,3
Y4RU9,Spirit Wear,adidas,Port & Company,Gildan,2185,4
Y4RCP,Basketball,Badger,Sport-Tek,Holloway,1767,6
Y4R5T,Other,Majestic,Outdoor Cap,ChamPro,1397,4
Y4QXY,Apparel,Gildan,Boxercraft,Augusta,2718,3
Y4QVU,Spirit Wear,Holloway,Gildan,Sport-Tek,2595,6
Y4QPE,Other,J. American,Gildan,Sport-Tek,2193,6
Y4QNZ,Softball,Augusta,Holloway,Gildan,2123,10
Y4QEZ,Baseball,Under Armour,Rawlings,Badger,1940,8
Y4PZF,Hockey,Bauer,Outdoor Cap,Pennant Sportswear,4147,4
Y4PSW,Softball,Badger,Bella + Canvas,New Era,1792,10
Y4PNB,Baseball,adidas,District Made,Port & Company,2497,10
Y4PM7,Softball,Mizuno,Gildan,Augusta,3691,6
Y4PM6,Staff,Port & Company,Sport-Tek,Port Authority,1905,5
Y4PE8,Band Music & Choir,Port & Company,Augusta,Sport-Tek,2050,6
Y4NR4,Corporate,Port Authority,Sport-Tek,Port & Company,3400,4
Y4NG2,Wrestling,Badger,Holloway,Port & Company,2625,6
Y4NAR,Soccer,Team 365,Port & Company,Pennant Sportswear,2732,8
Y4MQ8,Football,Badger,Twin City,Pacific Headwear,1513,4
Y4M5M,Track & Field,Badger,Holloway,Sport-Tek,2994,6
Y4KYS,Spirit Wear,Augusta,Port & Company,Holloway,1593,5
Y4KY7,Softball,Port & Company,Port & Company,High Five,1738,4
Y4KHK,Baseball,Port & Company,Sport-Tek,Gildan,1853,7
Y4KGS,Field Hockey,Twin City,New Balance,Alleson,1992,4
Y4JXE,Cross Country,adidas,Badger,Holloway,1538,4
Y4J9B,Softball,Sport-Tek,New Era,Gildan,1703,6
Y4HN7,Track & Field,Badger,Nike,Mizuno,2898,3
Y4HKM,Band Music & Choir,Gildan,Sport-Tek,Holloway,1743,7
Y4HDJ,Softball,Under Armour,Russell Athletic,Badger,2610,5
Y4HCE,Soccer,Port & Company,Sport-Tek,Alternative,2437,3
Y4GZP,Band Music & Choir,Gildan,Port Authority,Sport-Tek,1629,4
Y4GQU,Baseball,Holloway,Sport-Tek,Easton,1986,3
